bill_id,customer_id,restaurant_location,order_date,order_time,day_name,month_name,quarter,service_time_bucket,order_type,payment_method,order_status,refund_reason,total_quantity_ordered,bill_subtotal_amount,tax_amount,total_bill_amount
B3054,C183,Rome,25-09-2023,13:38,Monday,September,Q3,Breakfast,DINE IN,UPI,Completed,Late delivery,1,1421,187,1464
B3055,C367,Rome,02-09-2023,21:31,Saturday,September,Q3,Breakfast,dine-in,Cash,Refunded,Late delivery,1,1691,145,2089
B3056,C236,MILAN ,11-04-2024,22:01,Thursday,April,Q2,Breakfast,Dine-In,Card,Completed,,5,517,105,980
B3057,C1,MILAN ,12-12-2024,13:11,Thursday,December,Q4,Dinner,dine-in,,Completed,,5,620,39,885
B3058,C179,Milan,27-01-2022,22:46,Thursday,January,Q1,Dinner,online,Card,Completed,,4,1741,175,387
B3059,C1169,Milan,01-10-2023,14:57,Sunday,October,Q4,Lunch,dine-in,Card,Completed,,5,1472,117,1295
B3060,C793,Rome,19-04-2023,11:02,Wednesday,April,Q2,Dinner,online,Card,Completed,,2,1238,66,1235
B3061,C459,Florence,18-09-2023,11:03,Monday,September,Q3,Lunch,DINE IN,,Refunded,Late delivery,4,624,88,2216
B3062,C961,Milan,14-01-2024,19:54,Sunday,January,Q1,Dinner,Online,UPI,Refunded,,5,700,60,1923
B3063,C957,Milan,28-09-2024,10:07,Saturday,September,Q3,Dinner,Online,UPI,Refunded,Late delivery,1,1255,193,1372
B3064,C375,Florence,26-02-2023,22:54,Sunday,February,Q1,Lunch,Dine-In,,Refunded,,4,1341,161,1758
B3065,C129,Milan,10-05-2024,21:33,Friday,May,Q2,Lunch,DINE IN,,Completed,,5,1075,142,2115
B3066,C436,Florence,24-08-2023,12:54,Thursday,August,Q3,Lunch,Online,UPI,Completed,,2,1083,71,657
B3067,C811,Rome,30-09-2024,19:27,Monday,September,Q3,Lunch,DINE IN,,Completed,Late delivery,3,1361,133,1693
B3068,C789,ROME,04-03-2024,13:52,Monday,March,Q1,Dinner,Online,,Refunded,,3,1024,180,2007
B3069,C564,Rome,04-05-2023,13:55,Thursday,May,Q2,Lunch,Dine-In,Cash,Completed,,3,794,133,1364
B3070,C12,ROME,14-12-2022,20:17,Wednesday,December,Q4,Dinner,DINE IN,,Completed,,6,1577,86,1031
B3071,C486,Rome,25-02-2022,21:52,Friday,February,Q1,Lunch,Online,Card,Completed,Late delivery,1,1067,78,1439
B3072,C407,Florence,19-03-2023,17:23,Sunday,March,Q1,Lunch,DINE IN,Cash,Completed,Late delivery,5,547,83,1183
B3073,C621,Florence,17-02-2024,17:02,Saturday,February,Q1,Dinner,Online,Card,Completed,,4,728,34,1994
B3074,C179,MILAN ,17-07-2023,09:46,Monday,July,Q3,Lunch,dine-in,Cash,Refunded,,1,943,46,443
B3075,C835,MILAN ,17-10-2022,17:14,Monday,October,Q4,Dinner,online,,Completed,,3,1108,139,925
B3076,C546,Florence,24-05-2024,21:57,Friday,May,Q2,Lunch,online,Card,Completed,,2,1294,70,2033
B3077,C542,Milan,29-08-2024,14:38,Thursday,August,Q3,Breakfast,Dine-In,UPI,Completed,,1,343,65,1636
B3078,C894,Milan,28-09-2024,16:51,Saturday,September,Q3,Dinner,Dine-In,UPI,Completed,,3,1360,87,1562
B3079,C975,ROME,03-08-2024,19:30,Saturday,August,Q3,Breakfast,DINE IN,Cash,Completed,,4,478,87,865
B3080,C659,Rome,17-03-2023,22:41,Friday,March,Q1,Lunch,Online,,Refunded,Late delivery,2,999,25,2287
B3081,C376,Rome,06-12-2023,09:11,Wednesday,December,Q4,Lunch,Dine-In,,Refunded,,3,1186,140,473
B3082,C175,Florence,11-09-2024,22:58,Wednesday,September,Q3,Dinner,DINE IN,Card,Completed,Late delivery,2,789,122,2239
B3083,C448,ROME,14-07-2022,10:08,Thursday,July,Q3,Breakfast,online,,Completed,,5,1620,170,1416
B3084,C210,Florence,02-09-2023,20:13,Saturday,September,Q3,Breakfast,online,,Refunded,,1,984,197,1384
B3085,C1003,ROME,24-01-2022,10:48,Monday,January,Q1,Breakfast,online,UPI,Completed,,4,847,30,1365
B3086,C932,ROME,15-03-2022,12:48,Tuesday,March,Q1,Dinner,Online,,Refunded,Late delivery,3,1349,70,1999
B3087,C467,MILAN ,22-01-2022,17:53,Saturday,January,Q1,Lunch,online,Cash,Completed,,6,883,196,1739
B3088,C597,MILAN ,15-01-2022,18:08,Saturday,January,Q1,Lunch,dine-in,Card,Refunded,,2,541,135,1484
B3089,C502,Florence,02-11-2024,21:24,Saturday,November,Q4,Lunch,dine-in,Card,Completed,,6,1363,103,1878
B3090,C547,MILAN ,26-10-2024,13:56,Saturday,October,Q4,Breakfast,DINE IN,UPI,Refunded,Late delivery,2,349,71,731
B3091,C945,Florence,10-03-2022,14:27,Thursday,March,Q1,Breakfast,Online,Cash,Completed,Late delivery,5,1899,33,604
B3092,C326,milan,11-01-2024,22:58,Thursday,January,Q1,Dinner,Dine-In,Cash,Refunded,Late delivery,6,1574,122,1130
B3093,C449,Milan,06-02-2023,18:52,Monday,February,Q1,Breakfast,dine-in,UPI,Completed,,3,306,82,410
B3094,C241,MILAN ,20-06-2024,13:51,Thursday,June,Q2,Breakfast,dine-in,,Completed,,1,540,57,2124
B3095,C441,Milan,02-01-2024,17:58,Tuesday,January,Q1,Lunch,Dine-In,Card,Completed,,2,460,190,2290
B3096,C287,Florence,24-12-2024,09:48,Tuesday,December,Q4,Dinner,online,Cash,Completed,,5,554,197,416
B3097,C115,MILAN ,02-05-2023,13:33,Tuesday,May,Q2,Lunch,online,Cash,Refunded,,4,1849,144,1578
B3098,C419,ROME,04-07-2024,21:33,Thursday,July,Q3,Dinner,dine-in,UPI,Refunded,,6,1692,103,834
B3099,C215,MILAN ,13-12-2024,22:05,Friday,December,Q4,Dinner,dine-in,,Completed,Late delivery,2,1866,151,2132
B3100,C895,MILAN ,10-10-2022,22:08,Monday,October,Q4,Dinner,Online,Card,Refunded,,2,1042,113,1674
B3101,C858,ROME,14-08-2024,21:33,Wednesday,August,Q3,Dinner,Dine-In,UPI,Completed,Late delivery,1,799,33,2268
B3102,C254,ROME,17-11-2024,15:46,Sunday,November,Q4,Dinner,DINE IN,UPI,Completed,,6,1327,136,1143
B3103,C694,Milan,31-07-2022,22:45,Sunday,July,Q3,Lunch,DINE IN,UPI,Refunded,Late delivery,1,1760,103,1859
B3104,C1046,ROME,04-03-2022,11:41,Friday,March,Q1,Lunch,Online,,Refunded,,1,786,105,404
B3105,C846,ROME,27-06-2024,14:22,Thursday,June,Q2,Lunch,DINE IN,Cash,Completed,,5,1346,39,2108
B3106,C1040,Florence,07-05-2022,11:42,Saturday,May,Q2,Breakfast,online,,Completed,,4,1872,135,1635
B3107,C1010,MILAN ,14-10-2024,14:36,Monday,October,Q4,Breakfast,Online,UPI,Refunded,,2,744,151,1266
B3108,C591,Florence,31-10-2022,18:51,Monday,October,Q4,Breakfast,online,,Refunded,,1,1310,35,1805
B3109,C678,MILAN ,07-08-2023,18:18,Monday,August,Q3,Dinner,Online,,Completed,,6,516,131,1223
B3110,C405,Florence,29-09-2022,18:21,Thursday,September,Q3,Lunch,online,Card,Completed,,3,1500,76,1053
B3111,C346,Rome,03-03-2022,15:28,Thursday,March,Q1,Lunch,DINE IN,Card,Completed,,1,1902,59,2216
B3112,C1006,milan,10-11-2022,19:30,Thursday,November,Q4,Lunch,Online,Cash,Completed,,3,531,197,1635
B3113,C566,Milan,18-02-2023,16:58,Saturday,February,Q1,Dinner,Dine-In,Card,Completed,,3,988,162,842
B3114,C724,MILAN ,17-08-2023,18:21,Thursday,August,Q3,Lunch,online,Cash,Completed,,5,1658,74,766
B3115,C991,Florence,03-02-2024,22:48,Saturday,February,Q1,Lunch,online,Card,Refunded,Late delivery,3,1853,21,967
B3116,C62,ROME,07-07-2022,15:48,Thursday,July,Q3,Dinner,Dine-In,UPI,Completed,,4,481,114,2215
B3117,C966,ROME,07-11-2023,14:49,Tuesday,November,Q4,Breakfast,Dine-In,,Refunded,,2,1100,162,1135
B3118,C497,Milan,05-04-2022,19:43,Tuesday,April,Q2,Lunch,Dine-In,UPI,Refunded,Late delivery,1,480,28,1104
B3119,C1131,milan,01-02-2024,18:05,Thursday,February,Q1,Breakfast,Dine-In,UPI,Completed,,1,631,123,933
B3120,C68,ROME,10-04-2022,20:12,Sunday,April,Q2,Dinner,dine-in,Cash,Refunded,,2,1323,170,437
B3121,C5,Florence,14-01-2023,19:56,Saturday,January,Q1,Breakfast,DINE IN,,Refunded,,6,428,163,1440
B3122,C1082,MILAN ,09-03-2023,13:28,Thursday,March,Q1,Dinner,Dine-In,,Completed,,4,808,89,2153
B3123,C17,ROME,04-10-2022,12:19,Tuesday,October,Q4,Dinner,Dine-In,Cash,Completed,,6,1868,123,1240
B3124,C985,MILAN ,22-08-2023,11:46,Tuesday,August,Q3,Lunch,Online,UPI,Completed,,4,1627,163,747
B3125,C1014,ROME,07-12-2022,22:27,Wednesday,December,Q4,Lunch,dine-in,,Refunded,Late delivery,3,1361,43,1748
B3126,C909,MILAN ,29-08-2024,13:39,Thursday,August,Q3,Dinner,dine-in,UPI,Completed,Late delivery,4,1659,42,976
B3127,C787,ROME,11-06-2023,12:50,Sunday,June,Q2,Dinner,DINE IN,UPI,Completed,,3,976,131,1176
B3128,C296,milan,29-09-2023,18:17,Friday,September,Q3,Breakfast,dine-in,,Refunded,,5,1457,116,899
B3129,C800,Rome,06-03-2024,19:51,Wednesday,March,Q1,Dinner,Dine-In,Card,Refunded,Late delivery,2,584,167,1950
B3130,C498,Florence,26-10-2022,21:41,Wednesday,October,Q4,Dinner,dine-in,UPI,Completed,Late delivery,4,581,67,2199
B3131,C464,Rome,18-04-2022,12:14,Monday,April,Q2,Lunch,DINE IN,UPI,Completed,,6,1758,36,767
B3132,C848,Rome,20-11-2024,13:45,Wednesday,November,Q4,Dinner,Online,,Refunded,,1,843,104,1021
B3133,C667,Florence,28-02-2024,21:28,Wednesday,February,Q1,Dinner,online,UPI,Completed,Late delivery,4,1450,193,354
B3134,C723,MILAN ,21-04-2022,10:54,Thursday,April,Q2,Dinner,dine-in,,Refunded,Late delivery,4,1634,128,884
B3135,C541,milan,08-06-2023,15:58,Thursday,June,Q2,Breakfast,dine-in,,Completed,,4,519,85,1239
B3136,C396,MILAN ,29-12-2023,21:16,Friday,December,Q4,Breakfast,Dine-In,Card,Completed,,1,1702,150,1233
B3137,C513,Rome,26-06-2024,20:06,Wednesday,June,Q2,Lunch,dine-in,Card,Completed,,1,1593,167,539
B3138,C712,Florence,16-12-2024,19:01,Monday,December,Q4,Lunch,online,UPI,Refunded,,2,758,101,2150
B3139,C102,ROME,17-10-2023,10:40,Tuesday,October,Q4,Lunch,dine-in,Cash,Completed,Late delivery,5,1325,141,2191
B3140,C842,Florence,16-05-2024,12:11,Thursday,May,Q2,Lunch,DINE IN,Card,Completed,,2,718,160,546
B3141,C824,Milan,04-01-2022,20:51,Tuesday,January,Q1,Dinner,DINE IN,Card,Refunded,,1,378,113,659
B3142,C167,ROME,17-09-2022,13:22,Saturday,September,Q3,Lunch,Online,,Completed,Late delivery,5,342,105,2085
B3143,C969,Milan,29-09-2022,20:11,Thursday,September,Q3,Lunch,DINE IN,,Completed,,3,741,101,2200
B3144,C397,Milan,28-10-2024,13:55,Monday,October,Q4,Breakfast,online,,Refunded,Late delivery,6,1050,51,802
B3145,C877,Milan,24-03-2022,09:38,Thursday,March,Q1,Breakfast,dine-in,Card,Completed,Late delivery,5,1233,93,1044
B3146,C942,Milan,16-02-2023,13:28,Thursday,February,Q1,Breakfast,dine-in,Card,Completed,,1,1548,52,1258
B3147,C510,Milan,01-08-2023,11:26,Tuesday,August,Q3,Lunch,online,UPI,Completed,,2,753,71,1172
B3148,C848,MILAN ,27-06-2022,14:32,Monday,June,Q2,Breakfast,online,Cash,Completed,,3,979,106,656
B3149,C936,milan,12-05-2024,09:43,Sunday,May,Q2,Breakfast,online,,Refunded,,2,1231,100,580
B3150,C16,MILAN ,16-01-2022,20:54,Sunday,January,Q1,Dinner,online,,Completed,,5,305,101,1296
B3151,C146,milan,05-06-2022,10:44,Sunday,June,Q2,Dinner,Dine-In,,Completed,Late delivery,5,714,66,843
B3152,C385,ROME,18-01-2024,21:14,Thursday,January,Q1,Dinner,dine-in,Card,Refunded,,3,1384,92,1853
B3153,C168,Rome,17-10-2023,14:30,Tuesday,October,Q4,Breakfast,online,UPI,Completed,,1,1746,155,815
B3154,C303,MILAN ,07-03-2022,11:25,Monday,March,Q1,Dinner,Online,,Refunded,Late delivery,3,1586,195,1027
B3155,C1175,Milan,15-08-2022,11:46,Monday,August,Q3,Breakfast,Online,Card,Refunded,,3,1754,98,1464
B3156,C68,MILAN ,30-10-2024,10:03,Wednesday,October,Q4,Dinner,dine-in,Cash,Completed,,3,1781,83,809
B3157,C416,milan,03-05-2024,09:20,Friday,May,Q2,Lunch,Online,UPI,Completed,,6,408,20,1533
B3158,C245,Rome,01-08-2023,21:16,Tuesday,August,Q3,Breakfast,online,,Completed,Late delivery,6,600,44,1960
B3159,C22,Florence,05-08-2024,13:28,Monday,August,Q3,Breakfast,Dine-In,Cash,Completed,Late delivery,6,1574,63,1480
B3160,C435,Florence,04-04-2023,22:36,Tuesday,April,Q2,Dinner,online,Card,Completed,Late delivery,5,1066,117,1433
B3161,C930,Rome,11-08-2022,18:28,Thursday,August,Q3,Lunch,Dine-In,UPI,Refunded,,4,1814,80,1761
B3162,C63,Florence,05-05-2023,10:03,Friday,May,Q2,Dinner,Online,UPI,Refunded,,4,1542,160,737
B3163,C151,Rome,22-05-2023,18:13,Monday,May,Q2,Lunch,Online,,Completed,Late delivery,5,1761,85,1830
B3164,C89,Rome,07-09-2023,14:45,Thursday,September,Q3,Dinner,Online,UPI,Completed,Late delivery,3,1469,71,2257
B3165,C957,Milan,25-01-2024,19:31,Thursday,January,Q1,Lunch,Online,Card,Refunded,,4,668,23,1310
B3166,C872,milan,19-10-2023,19:46,Thursday,October,Q4,Breakfast,online,Card,Refunded,Late delivery,2,1141,26,1906
B3167,C785,Florence,21-09-2022,22:04,Wednesday,September,Q3,Breakfast,DINE IN,,Refunded,,6,540,26,1591
B3168,C893,Milan,28-03-2023,18:41,Tuesday,March,Q1,Breakfast,DINE IN,UPI,Refunded,,5,437,187,1307
B3169,C101,milan,11-04-2022,11:31,Monday,April,Q2,Dinner,online,Cash,Refunded,,3,1943,191,1715
B3170,C946,Rome,08-12-2024,22:31,Sunday,December,Q4,Lunch,Dine-In,Card,Completed,Late delivery,5,1250,54,1778
B3171,C1038,milan,29-02-2024,10:06,Thursday,February,Q1,Dinner,Online,,Refunded,Late delivery,6,1528,122,976
B3172,C58,Rome,07-06-2024,16:12,Friday,June,Q2,Dinner,Online,UPI,Completed,Late delivery,5,1704,48,1564
B3173,C306,Milan,09-12-2022,14:55,Friday,December,Q4,Breakfast,dine-in,UPI,Completed,,6,1465,189,1291
B3174,C1087,Florence,02-08-2023,18:11,Wednesday,August,Q3,Lunch,Dine-In,Card,Completed,,1,1169,139,1879
B3175,C1076,Rome,29-06-2023,19:30,Thursday,June,Q2,Breakfast,Online,Card,Refunded,,6,531,145,1838
B3176,C537,ROME,14-10-2024,16:18,Monday,October,Q4,Lunch,online,Cash,Completed,Late delivery,5,1665,193,2285
B3177,C1127,MILAN ,14-11-2023,12:34,Tuesday,November,Q4,Breakfast,Online,,Refunded,Late delivery,5,1261,51,713
B3178,C297,Milan,20-12-2023,22:05,Wednesday,December,Q4,Dinner,dine-in,Card,Refunded,,3,1172,183,1533
B3179,C305,Rome,10-09-2022,21:31,Saturday,September,Q3,Breakfast,DINE IN,Card,Refunded,,5,1478,68,781
B3180,C490,Florence,27-01-2024,09:13,Saturday,January,Q1,Dinner,Dine-In,Cash,Refunded,,5,743,30,1007
B3181,C1087,milan,16-03-2024,17:51,Saturday,March,Q1,Dinner,online,UPI,Completed,,3,978,65,1217
B3182,C110,milan,18-12-2022,18:43,Sunday,December,Q4,Lunch,DINE IN,,Completed,,5,553,49,731
B3183,C826,ROME,19-11-2022,22:42,Saturday,November,Q4,Dinner,dine-in,UPI,Refunded,,1,1225,79,1518
B3184,C262,milan,05-12-2022,18:14,Monday,December,Q4,Breakfast,online,,Refunded,,3,316,82,1512
B3185,C900,MILAN ,22-07-2023,22:48,Saturday,July,Q3,Dinner,Dine-In,UPI,Completed,,6,1652,146,1834
B3186,C1153,Milan,15-09-2024,16:19,Sunday,September,Q3,Breakfast,Dine-In,Cash,Refunded,,2,918,184,1003
B3187,C717,milan,27-02-2023,17:59,Monday,February,Q1,Dinner,Dine-In,Card,Refunded,,4,1020,28,2105
B3188,C941,milan,16-10-2022,09:39,Sunday,October,Q4,Lunch,DINE IN,Card,Refunded,,4,1511,199,2100
B3189,C924,Florence,04-02-2024,14:26,Sunday,February,Q1,Breakfast,DINE IN,UPI,Completed,,5,505,124,1447
B3190,C944,Milan,13-02-2024,21:33,Tuesday,February,Q1,Dinner,Online,UPI,Completed,,5,1854,89,816
B3191,C545,Milan,13-07-2023,09:50,Thursday,July,Q3,Dinner,Dine-In,Card,Completed,,4,1896,171,1320
B3192,C396,MILAN ,18-06-2023,13:53,Sunday,June,Q2,Dinner,dine-in,Card,Completed,,5,1937,38,1384
B3193,C233,milan,01-05-2024,11:48,Wednesday,May,Q2,Dinner,DINE IN,Cash,Completed,,3,730,155,978
B3194,C159,Milan,26-10-2024,10:20,Saturday,October,Q4,Dinner,online,Card,Completed,,4,1056,121,458
B3195,C844,MILAN ,09-07-2022,22:59,Saturday,July,Q3,Dinner,dine-in,,Completed,,3,962,92,1202
B3196,C7,milan,30-11-2022,10:53,Wednesday,November,Q4,Breakfast,Online,UPI,Completed,Late delivery,6,1724,63,645
B3197,C1167,MILAN ,27-05-2023,09:31,Saturday,May,Q2,Breakfast,online,Cash,Refunded,,2,865,118,1134
B3198,C698,MILAN ,08-05-2022,16:43,Sunday,May,Q2,Breakfast,Dine-In,,Completed,,5,1376,39,455
B3199,C1184,MILAN ,23-06-2024,10:25,Sunday,June,Q2,Breakfast,Online,Cash,Completed,,6,1861,41,1865
B3200,C1,milan,30-12-2022,11:18,Friday,December,Q4,Dinner,Dine-In,,Completed,,1,1084,151,435
B3201,C894,MILAN ,23-11-2023,19:53,Thursday,November,Q4,Breakfast,DINE IN,UPI,Completed,,2,747,192,753
B3202,C803,MILAN ,09-06-2024,20:51,Sunday,June,Q2,Breakfast,dine-in,UPI,Refunded,,3,1182,198,1904
B3203,C1131,Milan,17-10-2023,16:41,Tuesday,October,Q4,Dinner,Dine-In,UPI,Refunded,,5,649,164,471
B3204,C364,Florence,06-11-2023,21:19,Monday,November,Q4,Dinner,dine-in,Cash,Completed,Late delivery,1,1617,195,560
B3205,C328,ROME,03-08-2023,18:58,Thursday,August,Q3,Dinner,Online,Card,Completed,,3,314,41,793
B3206,C742,Florence,17-11-2024,20:25,Sunday,November,Q4,Dinner,DINE IN,Cash,Refunded,,3,644,125,1008
B3207,C12,Milan,12-11-2022,22:10,Saturday,November,Q4,Dinner,Dine-In,Card,Completed,,1,611,33,1618
B3208,C620,Florence,02-11-2024,13:27,Saturday,November,Q4,Dinner,DINE IN,,Completed,,5,908,159,501
B3209,C949,milan,28-10-2022,21:38,Friday,October,Q4,Breakfast,dine-in,,Completed,Late delivery,3,1542,46,2220
B3210,C640,MILAN ,02-05-2024,20:40,Thursday,May,Q2,Dinner,Dine-In,UPI,Completed,,6,532,163,1690
B3211,C195,Milan,22-02-2022,12:03,Tuesday,February,Q1,Dinner,Online,Cash,Completed,,3,1124,156,1921
B3212,C483,MILAN ,16-12-2022,11:34,Friday,December,Q4,Lunch,Dine-In,Cash,Completed,Late delivery,6,815,121,706
B3213,C977,Milan,15-03-2024,19:15,Friday,March,Q1,Breakfast,Dine-In,Cash,Completed,,3,625,81,1449
B3214,C904,Milan,18-05-2024,22:28,Saturday,May,Q2,Lunch,online,Card,Completed,,5,1798,70,1684
B3215,C874,Florence,07-10-2024,15:58,Monday,October,Q4,Lunch,Online,Card,Refunded,Late delivery,4,1296,54,503
B3216,C920,Florence,23-03-2022,14:11,Wednesday,March,Q1,Lunch,Dine-In,Card,Completed,,6,373,114,2099
B3217,C39,Florence,30-05-2022,19:52,Monday,May,Q2,Dinner,online,Cash,Completed,,2,1005,90,724
B3218,C710,MILAN ,04-06-2024,10:27,Tuesday,June,Q2,Dinner,DINE IN,Cash,Refunded,,4,1189,79,1539
B3219,C380,milan,16-10-2023,17:42,Monday,October,Q4,Breakfast,DINE IN,Cash,Refunded,Late delivery,2,1080,185,742
B3220,C941,ROME,07-12-2022,19:27,Wednesday,December,Q4,Dinner,Dine-In,,Refunded,,3,669,186,2144
B3221,C722,Rome,21-04-2023,21:41,Friday,April,Q2,Breakfast,Dine-In,UPI,Refunded,,1,1980,40,1835
B3222,C1185,ROME,23-05-2024,11:43,Thursday,May,Q2,Breakfast,dine-in,UPI,Completed,,6,1257,34,1058
B3223,C962,Florence,15-01-2022,09:31,Saturday,January,Q1,Lunch,Online,Card,Refunded,Late delivery,5,1885,96,1509
B3224,C1184,ROME,02-08-2023,18:50,Wednesday,August,Q3,Lunch,dine-in,UPI,Completed,,5,1152,200,1199
B3225,C145,milan,14-09-2022,17:59,Wednesday,September,Q3,Breakfast,Online,UPI,Completed,Late delivery,3,1431,91,1865
B3226,C570,Florence,06-01-2024,11:10,Saturday,January,Q1,Lunch,DINE IN,UPI,Completed,,2,1973,68,1799
B3227,C671,ROME,12-03-2022,10:22,Saturday,March,Q1,Lunch,Dine-In,,Completed,Late delivery,6,1025,48,2235
B3228,C54,ROME,23-07-2022,15:31,Saturday,July,Q3,Lunch,Online,Card,Refunded,,4,769,122,1898
B3229,C21,MILAN ,30-12-2023,20:01,Saturday,December,Q4,Lunch,Dine-In,,Completed,,2,588,80,884
B3230,C860,Florence,03-10-2022,16:53,Monday,October,Q4,Dinner,online,Card,Refunded,,6,653,75,1647
B3231,C287,ROME,18-08-2022,10:28,Thursday,August,Q3,Breakfast,DINE IN,Cash,Completed,,6,1207,194,2094
B3232,C285,Milan,18-10-2023,10:57,Wednesday,October,Q4,Breakfast,online,UPI,Refunded,,2,1851,147,2175
B3233,C145,Milan,22-03-2023,13:38,Wednesday,March,Q1,Breakfast,dine-in,Card,Completed,Late delivery,5,1124,61,843
B3234,C885,Florence,21-04-2022,21:21,Thursday,April,Q2,Dinner,Online,Card,Completed,,5,495,150,1990
B3235,C499,Florence,08-02-2022,15:19,Tuesday,February,Q1,Dinner,Online,Card,Refunded,,1,564,37,1375
B3236,C624,Milan,10-11-2022,20:16,Thursday,November,Q4,Breakfast,DINE IN,Card,Completed,,2,1360,87,1215
B3237,C870,Florence,09-05-2022,17:30,Monday,May,Q2,Dinner,online,Cash,Completed,,3,1463,175,1525
B3238,C23,milan,06-09-2024,19:08,Friday,September,Q3,Breakfast,Online,Cash,Refunded,,6,1314,85,786
B3239,C629,MILAN ,24-02-2023,11:06,Friday,February,Q1,Breakfast,online,UPI,Completed,,1,902,121,353
B3240,C25,Florence,15-05-2022,13:07,Sunday,May,Q2,Breakfast,Dine-In,Cash,Completed,,3,1826,136,1519
B3241,C273,Milan,14-09-2023,20:30,Thursday,September,Q3,Breakfast,dine-in,Cash,Refunded,,4,1846,197,1300
B3242,C175,Rome,25-09-2022,15:50,Sunday,September,Q3,Breakfast,DINE IN,,Refunded,Late delivery,4,1305,128,1325
B3243,C760,Milan,15-06-2024,12:32,Saturday,June,Q2,Lunch,online,Card,Completed,,5,1399,41,1441
B3244,C935,Florence,03-04-2023,19:51,Monday,April,Q2,Breakfast,Dine-In,UPI,Refunded,,2,379,90,1089
B3245,C518,MILAN ,28-08-2022,14:47,Sunday,August,Q3,Dinner,online,Card,Refunded,Late delivery,4,1996,77,924
B3246,C1103,ROME,21-08-2022,19:01,Sunday,August,Q3,Lunch,DINE IN,,Completed,Late delivery,6,382,83,1632
B3247,C713,Rome,08-08-2022,21:20,Monday,August,Q3,Dinner,Online,Cash,Refunded,,5,1605,103,838
B3248,C288,Milan,12-03-2024,14:57,Tuesday,March,Q1,Lunch,Online,Cash,Completed,Late delivery,2,1217,40,1730
B3249,C516,Milan,10-10-2023,15:14,Tuesday,October,Q4,Dinner,Online,,Completed,,2,411,139,1650
B3250,C728,milan,02-06-2022,16:35,Thursday,June,Q2,Dinner,Online,Cash,Completed,Late delivery,3,1035,194,1678
B3251,C690,milan,15-12-2023,19:20,Friday,December,Q4,Lunch,Online,Card,Completed,Late delivery,6,1515,193,1196
B3252,C959,Florence,22-07-2024,17:55,Monday,July,Q3,Dinner,DINE IN,Cash,Refunded,Late delivery,6,577,47,1911
B3253,C80,Rome,06-03-2022,21:08,Sunday,March,Q1,Dinner,Dine-In,UPI,Completed,Late delivery,3,1312,37,605
B3254,C605,Rome,22-12-2022,10:44,Thursday,December,Q4,Lunch,Online,,Refunded,Late delivery,1,872,44,2280
B3255,C637,ROME,17-02-2022,15:26,Thursday,February,Q1,Lunch,Dine-In,,Completed,,2,1187,52,1926
B3256,C616,Rome,22-08-2023,09:44,Tuesday,August,Q3,Lunch,DINE IN,,Completed,,1,1949,24,590
B3257,C949,Rome,25-10-2024,21:00,Friday,October,Q4,Breakfast,dine-in,Cash,Completed,,1,1719,93,1700
B3258,C460,Milan,25-08-2023,16:15,Friday,August,Q3,Breakfast,Online,,Refunded,,5,1459,177,2141
B3259,C526,ROME,15-09-2024,21:51,Sunday,September,Q3,Dinner,Dine-In,Cash,Refunded,,3,1934,78,1401
B3260,C951,Rome,27-07-2022,18:38,Wednesday,July,Q3,Dinner,DINE IN,Cash,Completed,,5,629,92,1306
B3261,C579,ROME,15-02-2022,10:06,Tuesday,February,Q1,Dinner,dine-in,Card,Completed,Late delivery,4,1872,93,851
B3262,C507,Milan,06-10-2022,22:16,Thursday,October,Q4,Lunch,online,UPI,Completed,Late delivery,1,640,138,1102
B3263,C973,Milan,15-06-2022,09:15,Wednesday,June,Q2,Lunch,dine-in,,Completed,,6,616,110,2169
B3264,C961,MILAN ,20-02-2024,09:52,Tuesday,February,Q1,Dinner,Online,Cash,Completed,,3,487,186,1725
B3265,C421,Milan,14-11-2022,10:52,Monday,November,Q4,Lunch,Online,Card,Refunded,,1,1512,26,1660
B3266,C57,Rome,09-10-2022,09:31,Sunday,October,Q4,Breakfast,dine-in,,Refunded,Late delivery,2,408,28,1088
B3267,C362,Milan,21-09-2022,19:19,Wednesday,September,Q3,Lunch,dine-in,,Completed,Late delivery,2,1832,113,2021
B3268,C1148,MILAN ,14-02-2023,19:08,Tuesday,February,Q1,Lunch,online,Card,Completed,,1,1703,100,1718
B3269,C554,Florence,30-09-2023,11:26,Saturday,September,Q3,Dinner,Dine-In,UPI,Completed,,2,1198,101,1446
B3270,C823,ROME,12-11-2022,11:46,Saturday,November,Q4,Dinner,DINE IN,UPI,Completed,Late delivery,1,852,176,1538
B3271,C65,milan,29-09-2023,21:12,Friday,September,Q3,Breakfast,dine-in,UPI,Refunded,,5,771,109,1396
B3272,C423,Florence,25-04-2022,20:59,Monday,April,Q2,Dinner,Online,Cash,Refunded,Late delivery,1,988,27,2246
B3273,C648,Milan,12-10-2024,22:31,Saturday,October,Q4,Dinner,DINE IN,Card,Refunded,Late delivery,6,1981,135,2005
B3274,C739,MILAN ,10-03-2023,21:50,Friday,March,Q1,Lunch,dine-in,UPI,Completed,,6,1736,141,1358
B3275,C989,MILAN ,27-09-2024,13:49,Friday,September,Q3,Lunch,DINE IN,,Completed,Late delivery,2,369,98,1224
B3276,C109,Milan,02-08-2023,15:00,Wednesday,August,Q3,Lunch,DINE IN,Cash,Completed,,5,1189,52,1869
